,Family,Genus,Species,Subspecies,Infrasubspecies,Sex,Name
1568,,Lamproptera,Lamproptera curius,Lamproptera curius curius,,Lamproptera curius curius male,nan Lamproptera curius curius nan male
1581,,Papilio,Papilio demolion,Papilio demolion demolion,,Papilio demolion demolion female,nan Papilio demolion demolion nan female
1585,,Graphium,Graphium sarpedon,Graphium sarpedon lycianus,,Graphium sarpedon lycianus female,nan Graphium sarpedon lycianus nan female
1625,,Graphium,Graphium bathycles,Graphium bathycles bathycles,,Graphium bathycles bathycles male,nan Graphium bathycles bathycles nan male
1637,,Troides,Troides amphrysus,Troides amphrysus amphrysus,,Troides amphrysus amphrysus male,nan Troides amphrysus amphrysus nan male
1639,,Atrophaneura,Atrophaneura priapus,Atrophaneura priapus priapus,,Atrophaneura priapus priapus female,nan Atrophaneura priapus priapus nan female
1642,,Pachliopta,Pachliopta adamas,Pachliopta adamas adamas,,Pachliopta adamas adamas male,nan Pachliopta adamas adamas nan male
1643,,Pachliopta,Pachliopta adamas,Pachliopta adamas adamas,,Pachliopta adamas adamas female,nan Pachliopta adamas adamas nan female
1650,,Graphium,Graphium agamemnon,Graphium agamemnon agamemnon,,Graphium agamemnon agamemnon female,nan Graphium agamemnon agamemnon nan female
1661,,Atrophaneura,Atrophaneura nox,Atrophaneura nox nox,,Atrophaneura nox nox female,nan Atrophaneura nox nox nan female
1713,Nymphalidae,Elymnias,Elymnias hypermnestra,Elymnias hypermnestra,,,Nymphalidae Elymnias hypermnestra nan nan nan
1729,Papilionidae,Pachliopta,Pachliopta antiphus,Pachliopta antiphus antiphus,,Pachliopta antiphus antiphus male,Papilionidae Pachliopta antiphus antiphus nan male
1748,Papilionidae,Atrophaneura,Atrophaneura coon,Atrophaneura coon palembanganus,,Atrophaneura coon palembanganus male,Papilionidae Atrophaneura coon palembanganus nan male
1762,Noctuidae,,,,,,Noctuidae nan nan nan nan nan
1763,Nymphalidae,Ideopsis,Ideopsis,Ideopsis,,,Nymphalidae Ideopsis nan nan nan nan
1815,,Graphium,Graphium eurypylus,Graphium eurypylus daton,,Graphium eurypylus daton male,nan Graphium eurypylus daton nan male
1921,,Lamproptera,Lamproptera meges,Lamproptera meges meges,,Lamproptera meges meges male,nan Lamproptera meges meges nan male
2294,,Papilio,Papilio nephelus,Papilio nephelus nephelus,,Papilio nephelus nephelus female,nan Papilio nephelus nephelus nan female
2534,,Papilio,Papilio demolion,Papilio demolion demolion,,,nan Papilio demolion demolion nan nan
2713,,Graphium,Graphium sarpedon,Graphium sarpedon,,Graphium sarpedon male,nan Graphium sarpedon nan nan male
2909,Nymphalidae,Polyura,Polyura hebe,Polyura hebe,,,Nymphalidae Polyura hebe nan nan nan
2915,Nymphalidae,Stibochiona,Stibochiona coresia,Stibochiona coresia coresia,,,Nymphalidae Stibochiona coresia coresia nan nan
2928,Nymphalidae,Junonia,Junonia hedonia,Junonia hedonia ida,,,Nymphalidae Junonia hedonia ida nan nan
2951,Nymphalidae,Vindula,Vindula erota,Vindula erota gedeana,,,Nymphalidae Vindula erota gedeana nan nan
2964,Nymphalidae,Mycalesis,Mycalesis janardana,Mycalesis janardana janardana,,,Nymphalidae Mycalesis janardana janardana nan nan
3001,Nymphalidae,Parantica,Parantica aspasia,Parantica aspasia,,Parantica aspasia male,Nymphalidae Parantica aspasia nan nan male
3041,Nymphalidae,Danaus,Danaus genutia,Danaus genutia,,Danaus genutia male,Nymphalidae Danaus genutia nan nan male
3098,Nymphalidae,Euploea,Euploea,Euploea,,Euploea male,Nymphalidae Euploea nan nan nan male
3127,Nymphalidae,,,,,ERROR,Nymphalidae nan nan nan nan male
3171,Nymphalidae,Euploea,Euploea cf.mulciber,Euploea cf.mulciber,,,Nymphalidae Euploea cf.mulciber nan nan nan
3187,Papilionidae,Papilio,Papilio paris / karna,Papilio paris / karna,,Papilio paris / karna male,Papilionidae Papilio paris / karna nan nan male
3323,Pieridae,Catopsilia,Catopsilia,Catopsilia,,,Pieridae Catopsilia crocale? nan nan nan
3331,Papilionidae,Papilio,Papilio helenus,Papilio helenus enganius,,Papilio helenus enganius female,Papilionidae Papilio helenus enganius nan female
3356,Pieridae,Delias,Delias belisama,Delias belisama,,Delias belisama male,Pieridae Delias belisama nan nan male
3415,Nymphalidae,Danaus,Danaus,Danaus,,,Nymphalidae Danaus melanippus? nan nan nan
3417,Nymphalidae,Euploea?,,,,,Nymphalidae Euploea? nan nan nan nan
3423,Nymphalidae,Ideopsis,Ideopsis juventa,Ideopsis juventa,,,Nymphalidae Ideopsis juventa nan nan nan
3427,Nymphalidae,Parantica?,,,,,Nymphalidae Parantica? nan nan nan nan
3432,Nymphalidae,Danaus,Danaus melanippus,Danaus melanippus,,,Nymphalidae Danaus melanippus nan nan nan
3435,Geometridae,Dysphania,Dysphania cuprina,Dysphania cuprina,,,Geometridae Dysphania cuprina nan nan nan
3436,Nymphalidae,Parantica,Parantica melaneus,Parantica melaneus,,Parantica melaneus male,Nymphalidae Parantica melaneus nan nan male
3452,Nymphalidae,Tanaecia,Tanaecia,Tanaecia,,,Nymphalidae Tanaecia trigerta ?? nan nan nan
3470,Nymphalidae,Idea,Idea lyncea,Idea lyncea,,,Nymphalidae Idea lyncea nan nan nan
3480,Nymphalidae,Idea,Idea lyncea,Idea lyncea,,Idea lyncea male,Nymphalidae Idea lyncea nan nan male
3596,Nymphalidae,Amathusia,Amathusia phidippus,Amathusia phidippus phidippus,,,Nymphalidae Amathusia phidippus phidippus nan nan
3607,Nymphalidae,Zeuxidia,Zeuxidia,Zeuxidia,,Zeuxidia male,Nymphalidae Zeuxidia luxeri? nan nan male
3608,Nymphalidae,Zeuxidia,Zeuxidia luxeri,Zeuxidia luxeri,,Zeuxidia luxeri female,Nymphalidae Zeuxidia luxeri nan nan female
3629,Nymphalidae,Cyrestis,Cyrestis nivea,Cyrestis nivea nivea,,,Nymphalidae Cyrestis nivea nivea nan nan
3694,Nymphalidae,Hypolimnas,Hypolimnas misippus,Hypolimnas misippus,,,Nymphalidae Hypolimnas misippus nan nan nan
3814,Nymphalidae,Parantica,Parantica,Parantica,,,Nymphalidae Parantica melaneus? nan nan nan
3818,Nymphalidae,Parantica,Parantica,Parantica,,,Nymphalidae Parantica nan nan nan nan
3820,Nymphalidae,Zeuxidia,Zeuxidia luxeri,Zeuxidia luxeri,,Zeuxidia luxeri female,Nymphalidae Zeuxidia luxeri luxerii? nan female
3821,Nymphalidae,Danaus,Danaus,Danaus,,,Nymphalidae Danaus genutia? nan nan nan
3822,Nymphalidae,Ideopsis,Ideopsis,Ideopsis,,,Nymphalidae Ideopsis vulgaris? nan nan nan
3831,Nymphalidae,Zeuxidia,Zeuxidia luxeri,Zeuxidia luxeri,,Zeuxidia luxeri male,Nymphalidae Zeuxidia luxeri luxerii? nan male
3857,Papilionidae,Papilio,Papilio aegeus,Papilio aegeus ormenus,,Papilio aegeus ormenus female,Papilionidae Papilio aegeus ormenus nan female
3858,Papilionidae,Ornithoptera,Ornithoptera priamus,Ornithoptera priamus poseidon,,Ornithoptera priamus poseidon male,Papilionidae Ornithoptera priamus poseidon nan male
3955,Nymphalidae,Tanaecia,Tanaecia trigerta,Tanaecia trigerta,,,Nymphalidae Tanaecia trigerta nan nan nan
4050,Nymphalidae,Hypolimnas,Hypolimnas misippus,Hypolimnas misippus,,Hypolimnas misippus female,Nymphalidae Hypolimnas misippus nan nan female
4054,Nymphalidae,,ERROR,ERROR,,,Nymphalidae nan ? genutia nan nan nan
4188,Papilionidae,Troides,Troides amphrysus,Troides amphrysus amphrysus,,Troides amphrysus amphrysus male,Papilionidae Troides amphrysus amphrysus nan male
4305,Papilionidae,Graphium,Graphium agamemnon,Graphium agamemnon agamemnon,,Graphium agamemnon agamemnon female,Papilionidae Graphium agamemnon agamemnon nan female
4900,Papilionidae,Atrophaneura,Atrophaneura nox,Atrophaneura nox nox,,Atrophaneura nox nox male,Papilionidae Atrophaneura nox nox nan male
4945,Papilionidae,Troides,Troides helena,Troides helena helena,,Troides helena helena female,Papilionidae Troides helena helena nan female
5156,Papilionidae,Graphium,Graphium antiphates,Graphium antiphates javanicus,,,Papilionidae Graphium antiphates javanicus nan nan
5235,Pieridae,Appias,Appias nero,Appias nero,,,Pieridae Appias nero nan nan nan
5478,Papilionidae,Papilio,Papilio demolion,Papilio demolion demolion,,,Papilionidae Papilio demolion demolion nan nan
6021,Nymphalidae,Zeuxidia,Zeuxidia luxeri,Zeuxidia luxeri luxeri,,Zeuxidia luxeri luxeri male,Nymphalidae Zeuxidia luxeri luxeri nan male
6052,Papilionidae,Papilio,Papilio karna,Papilio karna karna,,Papilio karna karna female,Papilionidae Papilio karna karna nan female
6428,Nymphalidae,Cyrestis,Cyrestis nivea,Cyrestis nivea,,,Nymphalidae Cyrestis nivea nan nan nan
6483,Pieridae,Appias,Appias nero,Appias nero,,Appias nero male,Pieridae Appias nero nan nan male
6534,Nymphalidae,Cyrestis,Cyrestis nivea,Cyrestis nivea nivea,,Cyrestis nivea nivea male,Nymphalidae Cyrestis nivea nivea nan male
6573,Papilionidae,Graphium,Graphium,Graphium,,,Papilionidae Graphium nan nan nan nan
6598,Papilionidae,Graphium,Graphium antiphates,Graphium antiphates javanicus,,Graphium antiphates javanicus female,Papilionidae Graphium antiphates javanicus nan female
6668,Papilionidae,Atrophaneura,Atrophaneura priapus,Atrophaneura priapus priapus,,Atrophaneura priapus priapus male,Papilionidae Atrophaneura priapus priapus nan male
6700,Papilionidae,Papilio,Papilio,Papilio,,Papilio male,Papilionidae Papilio nan nan nan male
6946,Papilionidae,Graphium,Graphium adonarensis,Graphium adonarensis lycianus,,Graphium adonarensis lycianus male,Papilionidae Graphium adonarensis lycianus nan male
7000,Papilionidae,Papilio,Papilio paris,Papilio paris gedeensis,,Papilio paris gedeensis female,Papilionidae Papilio paris gedeensis nan female
7075,Papilionidae,Graphium,Graphium agamemnon,Graphium agamemnon agamemnon,,Graphium agamemnon agamemnon,Papilionidae Graphium agamemnon agamemnon nan female?
7155,Papilionidae,Graphium,Graphium doson,Graphium doson vulso,,Graphium doson vulso female,Papilionidae Graphium doson vulso nan female
7280,Pieridae,Delias,Delias belisama,Delias belisama,,Delias belisama female,Pieridae Delias belisama nan nan female
7521,Nymphalidae,Hypolimnas,Hypolimnas missipus,Hypolimnas missipus,,Hypolimnas missipus female,Nymphalidae Hypolimnas missipus nan nan female
7645,Papilionidae,Graphium,Graphium adonarensis,Graphium adonarensis lycianus,,Graphium adonarensis lycianus female,Papilionidae Graphium adonarensis lycianus nan female
7664,Nymphalidae,Elymnias,Elymnias,Elymnias,,Elymnias female,Nymphalidae Elymnias nan nan nan female
7713,Nymphalidae,Tanaecia,Tanaecia,Tanaecia,,,Nymphalidae Tanaecia nan nan nan nan
7775,Nymphalidae,Amathusia,Amathusia,Amathusia,,,Nymphalidae Amathusia nan nan nan nan
7875,Pieridae,,,,,ERROR,Pieridae nan nan nan nan male
7885,Papilionidae,Papilio,Papilio ascalaphus,Papilio ascalaphus,,Papilio ascalaphus male,Papilionidae Papilio ascalaphus nan nan male
7896,Pieridae,Delias,Delias cf. hyparete,Delias cf. hyparete,,,Pieridae Delias cf. hyparete nan nan nan
7926,Nymphalidae,Junonia,Junonia,Junonia,,,Nymphalidae Junonia nan nan nan nan
7965,Papilionidae,Lamproptera,Lamproptera curius,Lamproptera curius curius,,Lamproptera curius curius female,Papilionidae Lamproptera curius curius nan female
8234,Papilionidae,Losaria,Losaria coon,Losaria coon coon,,Losaria coon coon male,Papilionidae Losaria coon coon nan male
8252,Papilionidae,Losaria,Losaria coon,Losaria coon coon,,Losaria coon coon female,Papilionidae Losaria coon coon nan female
8396,Hesperiidae,,,,,ERROR,Hesperiidae nan nan nan nan male
8441,Papilionidae,Troides,Troides helena,Troides helena helena,,,Papilionidae Troides helena helena nan nan
8660,Nymphalidae,Lethe,Lethe cf. mantara,Lethe cf. mantara,,,Nymphalidae Lethe cf. mantara nan nan nan
8671,Papilionidae,Papilio,Papilio ulysses,Papilio ulysses telegonus,,Papilio ulysses telegonus male,Papilionidae Papilio ulysses telegonus nan male
8684,Papilionidae,Papilio,Papilio ulysses,Papilio ulysses,,Papilio ulysses male,Papilionidae Papilio ulysses nan nan male
8743,Nymphalidae,cf. Parantica,cf. Parantica,cf. Parantica,,cf. Parantica male,Nymphalidae cf. Parantica nan nan nan male
8917,Nymphalidae,Ideopsis,Ideopsis cf. vulgaris,Ideopsis cf. vulgaris,,,Nymphalidae Ideopsis cf. vulgaris nan nan nan
8974,Nymphalidae,Tanaecia,Tanaecia,Tanaecia,,Tanaecia male,Nymphalidae Tanaecia nan nan nan male
9086,Danaidae,,,,,,Danaidae nan nan nan nan nan
9226,Pieridae,? Cepora,,,,,Pieridae ? Cepora nan nan nan nan
9229,Nymphalidae,Zeuxidia,Zeuxidia luxeri,Zeuxidia luxeri,,,Nymphalidae Zeuxidia luxeri nan nan nan
9233,Nymphalidae,Taenaris,Taenaris,Taenaris,,,Nymphalidae Taenaris nan nan nan nan
9249,Pieridae,,ERROR,ERROR,,,Pieridae nan ? lucasi nan nan nan
9271,Nymphalidae,Idea,Idea,Idea,,,Nymphalidae Idea nan nan nan nan
9306,Nymphalidae,? Neptis/Parathyma,,,,,Nymphalidae ? Neptis/Parathyma nan nan nan nan
9326,Nymphalidae,Erites,Erites cf.argentina,Erites cf.argentina,,,Nymphalidae Erites cf.argentina nan nan nan
9339,Hesperiidae (?),,,,,,Hesperiidae (?) nan nan nan nan nan
9380,Nymphalidae,? Junonia,,,,,Nymphalidae ? Junonia nan nan nan nan
9558,Sesiidae,,,,,,Sesiidae nan nan nan nan nan
9837,Heseriidae,,,,,,Heseriidae nan nan nan nan nan
9900,Nymphalidae,,,,,ERROR,Nymphalidae nan nan nan nan female
9904,Papilionidae,Graphium,Graphium anthedon,Graphium anthedon milon,,Graphium anthedon milon male,Papilionidae Graphium anthedon milon nan male
9905,Papilionidae,Graphium,Graphium eurypylus,Graphium eurypylus pamphylus,,Graphium eurypylus pamphylus male,Papilionidae Graphium eurypylus pamphylus nan male
9981,Papilionidae,Graphium,Graphium meyeri,Graphium meyeri meyeri,,Graphium meyeri meyeri male,Papilionidae Graphium meyeri meyeri nan male
10529,Papilionidae,Graphium,Graphium eurypylus,Graphium eurypylus pamphylus,,Graphium eurypylus pamphylus female,Papilionidae Graphium eurypylus pamphylus nan female
10557,Papilionidae,Graphium,Graphium rhesus (Boisduval),Graphium rhesus (Boisduval) rhesulus,,Graphium rhesus (Boisduval) rhesulus male,Papilionidae Graphium rhesus (Boisduval) rhesulus nan male
10673,Nymphalidae,cf. Cyrestis,cf. Cyrestis,cf. Cyrestis,,,Nymphalidae cf. Cyrestis nan nan nan nan
10682,Nymphalidae,Euploea,Euploea mulciber,Euploea mulciber,,,Nymphalidae Euploea mulciber nan nan nan
10686,Nymphalidae,? Mycalesis,,,,ERROR,Nymphalidae ? Mycalesis nan nan nan male
10687,Nymphalidae,? Lethe,,,,,Nymphalidae ? Lethe nan nan nan nan
10690,Nymphalidae,? Mycalesis,,,,,Nymphalidae ? Mycalesis nan nan nan nan
10702,Nymphalidae,,ERROR,ERROR,,,Nymphalidae nan ? vulgaris nan nan nan
10715,Nymphalidae,? Precis,,,,,Nymphalidae ? Precis nan nan nan nan
10737,Pieridae,? Catopsilia,,,,,Pieridae ? Catopsilia nan nan nan nan
10755,Nymphalidae,Vindula,Vindula arsinoe,Vindula arsinoe,,,Nymphalidae Vindula arsinoe nan nan nan
10849,Nymphalidae,Vindula,Vindula,Vindula,,,Nymphalidae Vindula nan nan nan nan
10854,Erebidae,Nyctemera,Nyctemera coleta,Nyctemera coleta,,,Erebidae Nyctemera coleta nan nan nan
11107,Nymphalidae,Junonia,Junonia nero,Junonia nero,,,Nymphalidae Junonia nero nan nan nan
11173,Nymphalidae,cf. Lethe,cf. Lethe,cf. Lethe,,,Nymphalidae cf. Lethe nan nan nan nan
11243,Nymphalidae,Ragadia,Ragadia,Ragadia,,,Nymphalidae Ragadia nan nan nan nan
11453,Nymphalidae,Euploea,Euploea rhadamanthus,Euploea rhadamanthus,,,Nymphalidae Euploea rhadamanthus nan nan nan
11511,Nymphalidae,Melanitis,Melanitis,Melanitis,,,Nymphalidae Melanitis nan nan nan nan
11519,Erebidae,Creatonotos,Creatonotos gangis,Creatonotos gangis,,,Erebidae Creatonotos gangis nan nan nan
11527,Geometridae,Eumelea,Eumelea rosalia,Eumelea rosalia,,,Geometridae Eumelea rosalia nan nan nan
11539,Nymphalidae,Euthalia,Euthalia dunya,Euthalia dunya mahara,,,Nymphalidae Euthalia dunya mahara nan nan
11551,Nymphalidae,Cirrochroa,Cirrochroa tyche,Cirrochroa tyche moeris,,Cirrochroa tyche moeris male,Nymphalidae Cirrochroa tyche moeris nan male
11593,Nymphalidae,Acraea,Acraea,Acraea,,,Nymphalidae Acraea nan nan nan nan
11730,Nymphalidae,Zeuxidia,Zeuxidia,Zeuxidia,,,Nymphalidae Zeuxidia nan nan nan nan
11732,Nymphalidae,Limenitis,Limenitis,Limenitis,,,Nymphalidae Limenitis nan nan nan nan
11832,Nymphalidae,Rhinopalpa,Rhinopalpa,Rhinopalpa,,,Nymphalidae Rhinopalpa nan nan nan nan
11904,Acraeidae,,,,,,Acraeidae nan nan nan nan nan
13263,,,,,,ERROR,nan nan nan nan nan msle
13699,,Graphium,Graphium evemon,Graphium evemon evemon,,,nan Graphium evemon evemon nan nan
13702,,Lamproptera,Lamproptera meges,Lamproptera meges,,,nan Lamproptera meges nan nan nan
13704,,Lethe,Lethe manthara,Lethe manthara,,,nan Lethe manthara nan nan nan
13712,,Euploea,Euploea alcathoe,Euploea alcathoe alcathoe,,,nan Euploea alcathoe alcathoe nan nan
13746,,Odontoptilum,Odontoptilum sp.,Odontoptilum sp.,,,nan Odontoptilum sp. nan nan nan
13751,,Zemeros,Zemeros flegyas,Zemeros flegyas javanus,,,nan Zemeros flegyas javanus nan nan
13760,,,,javanus,,,nan nan nan javanus nan nan
13804,Nymphalidae,Lethe,Lethe minerva,Lethe minerva minerva,,,Nymphalidae Lethe minerva minerva nan nan
13806,Nymphalidae,Lethe,Lethe manthara,Lethe manthara manthara,,,Nymphalidae Lethe manthara manthara nan nan
13814,,Coeliades,Coeliades subcaudata,Coeliades subcaudata,,,nan Coeliades subcaudata nan nan nan
13892,,Plastingia,Plastingia,Plastingia,,,nan Plastingia nan nan nan nan
13894,,Amathusia,Amathusia phidippus,Amathusia phidippus,,,nan Amathusia phidippus nan nan nan
13898,,Zeuxidia,Zeuxidia luxerii,Zeuxidia luxerii luxerii,,,nan Zeuxidia luxerii luxerii nan nan
15405,Nymphalidae,Danaus,Danaus similis,Danaus similis,,Danaus similis male,Nymphalidae Danaus similis nan nan male
16881,Papilionidae,Troides,Troides amphrysus,Troides amphrysus ruficollis,,Troides amphrysus ruficollis female,Papilionidae Troides amphrysus ruficollis nan female
16884,Nymphalidae,Euploea,Euploea rhadamanthus (= diocletianus),Euploea rhadamanthus (= diocletianus),,Euploea rhadamanthus (= diocletianus) male,Nymphalidae Euploea rhadamanthus (= diocletianus) nan nan male
17136,Nymphalidae,Parantica,Parantica agleoides,Parantica agleoides,,,Nymphalidae Parantica agleoides nan nan nan
17143,Nymphalidae,Euploea,Euploea algea,Euploea algea deione,,,Nymphalidae Euploea algea deione nan nan
17149,Papilionidae,Graphium,Graphium sarpedon,Graphium sarpedon,,Graphium sarpedon male,Papilionidae Graphium sarpedon nan nan male
17150,Papilionidae,Pachliopta,Pachliopta antiphus,Pachliopta antiphus antiphus,,Pachliopta antiphus antiphus female,Papilionidae Pachliopta antiphus antiphus nan female
17163,Nymphalidae,Danaus,Danaus cf. genutia,Danaus cf. genutia,,,Nymphalidae Danaus cf. genutia nan nan nan
17217,Nymphalidae,Hypolimnas,Hypolimnas,Hypolimnas,,,Nymphalidae Hypolimnas nan nan nan nan
17252,Papilionidae,Papilio,Papilio paris,Papilio paris,,Papilio paris male,Papilionidae Papilio paris nan nan male
17344,Papilionidae,Troides,Troides oblongomaculatus,Troides oblongomaculatus oblongomaculatus,,Troides oblongomaculatus oblongomaculatus male,Papilionidae Troides oblongomaculatus oblongomaculatus nan male
17345,Papilionidae,Troides,Troides oblongomaculatus,Troides oblongomaculatus oblongomaculatus,,Troides oblongomaculatus oblongomaculatus female,Papilionidae Troides oblongomaculatus oblongomaculatus nan female
17346,Papilionidae,Ornithoptera,Ornithoptera priamus,Ornithoptera priamus priamus,,Ornithoptera priamus priamus female,Papilionidae Ornithoptera priamus priamus nan female
17522,Pieridae,Catopsilia,Catopsilia pomona,Catopsilia pomona,,Catopsilia pomona female,Pieridae Catopsilia pomona nan nan female
17584,Papilionidae,Papilio,Papilio memnon,Papilio memnon subclathratus,,Papilio memnon subclathratus male,Papilionidae Papilio memnon subclathratus nan male
17585,Papilionidae,Papilio,Papilio peranthus,Papilio peranthus transiens,,Papilio peranthus transiens male,Papilionidae Papilio peranthus transiens nan male
