,Order,Butterfly_Moth,Family,Genus,Species,Subspecies,Sex,Name
41528,Lepidoptera,Butterfly,Lycaenidae,Callictita,Callictita arfakiana,Callictita arfakiana,,Lepidoptera Butterfly Lycaenidae Callictita arfakiana nan nan
41531,Lepidoptera,Butterfly,Lycaenidae,Callictita,Callictita albiplaga,Callictita albiplaga,,Lepidoptera Butterfly Lycaenidae Callictita albiplaga nan nan
41532,Lepidoptera,Butterfly,Lycaenidae,Callictita,Callictita lara,Callictita lara,,Lepidoptera Butterfly Lycaenidae Callictita lara nan nan
41536,Lepidoptera,Butterfly,Lycaenidae,Callictita,Callictita felgara,Callictita felgara,,Lepidoptera Butterfly Lycaenidae Callictita felgara nan nan
41537,Lepidoptera,Butterfly,Pieridae,Pareronia,Pareronia chinki,Pareronia chinki,,Lepidoptera Butterfly Pieridae Pareronia chinki nan nan
41545,Lepidoptera,Butterfly,Pieridae,Delias,Delias argenthona,Delias argenthona,,Lepidoptera Butterfly Pieridae Delias argenthona nan nan
41547,Lepidoptera,Butterfly,Pieridae,Delias,Delias argenthona,Delias argenthona fragalactea,,Lepidoptera Butterfly Pieridae Delias argenthona fragalactea nan
41563,Lepidoptera,Butterfly,Pieridae,Delias,Delias doylei,Delias doylei,,Lepidoptera Butterfly Pieridae Delias doylei nan nan
41567,Lepidoptera,Butterfly,Pieridae,Delias,Delias bosnikiana,Delias bosnikiana,,Lepidoptera Butterfly Pieridae Delias bosnikiana nan nan
41571,Lepidoptera,Butterfly,Pieridae,Delias,Delias gabia,Delias gabia,,Lepidoptera Butterfly Pieridae Delias gabia nan nan
41575,Lepidoptera,Butterfly,Pieridae,Delias,Delias ennia,Delias ennia,,Lepidoptera Butterfly Pieridae Delias ennia nan nan
41579,Lepidoptera,Butterfly,Pieridae,Delias,Delias dice,Delias dice lactoclavata,,Lepidoptera Butterfly Pieridae Delias dice lactoclavata nan
41581,Lepidoptera,Butterfly,Pieridae,Delias,Delias dice,Delias dice,,Lepidoptera Butterfly Pieridae Delias dice nan nan
41583,Lepidoptera,Butterfly,Pieridae,Delias,Delias maudei,Delias maudei,,Lepidoptera Butterfly Pieridae Delias maudei nan nan
41584,Lepidoptera,Butterfly,Pieridae,Delias,Delias enniana,Delias enniana,,Lepidoptera Butterfly Pieridae Delias enniana nan nan
41587,Lepidoptera,Butterfly,Pieridae,Delias,Delias sagessa,Delias sagessa,,Lepidoptera Butterfly Pieridae Delias sagessa nan nan
41589,Lepidoptera,Butterfly,Pieridae,Delias,Delias abrophora,Delias abrophora,,Lepidoptera Butterfly Pieridae Delias abrophora nan nan
41604,Lepidoptera,Butterfly,Pieridae,Delias,Delias elongatus,Delias elongatus,,Lepidoptera Butterfly Pieridae Delias elongatus nan nan
41610,Lepidoptera,Butterfly,Pieridae,Delias,Delias boschmai,Delias boschmai,,Lepidoptera Butterfly Pieridae Delias boschmai nan nan
41612,Lepidoptera,Butterfly,Pieridae,Delias,Delias bobaga,Delias bobaga,,Lepidoptera Butterfly Pieridae Delias bobaga nan nan
41633,Lepidoptera,Butterfly,Pieridae,Delias,Delias catocausta,Delias catocausta,,Lepidoptera Butterfly Pieridae Delias catocausta nan nan
41658,Lepidoptera,Butterfly,Pieridae,Delias,Delias albertisi,Delias albertisi,,Lepidoptera Butterfly Pieridae Delias albertisi nan nan
41664,Lepidoptera,Butterfly,Pieridae,Delias,Delias discus,Delias discus,,Lepidoptera Butterfly Pieridae Delias discus nan nan
41674,Lepidoptera,Butterfly,Pieridae,Delias,Delias callima,Delias callima,,Lepidoptera Butterfly Pieridae Delias callima nan nan
41678,Lepidoptera,Butterfly,Pieridae,Delias,Delias caroli,Delias caroli,,Lepidoptera Butterfly Pieridae Delias caroli nan nan
41703,Lepidoptera,Butterfly,Pieridae,Delias,Delias kristianiae,Delias kristianiae,,Lepidoptera Butterfly Pieridae Delias kristianiae nan nan
41706,Lepidoptera,Butterfly,Pieridae,Delias,Delias papuana,Delias papuana,,Lepidoptera Butterfly Pieridae Delias papuana nan nan
41707,Lepidoptera,Butterfly,Pieridae,Delias,Delias hypomelas,Delias hypomelas,,Lepidoptera Butterfly Pieridae Delias hypomelas nan nan
41716,Lepidoptera,Butterfly,Pieridae,Delias,Delias sphenodiscus,Delias sphenodiscus,,Lepidoptera Butterfly Pieridae Delias sphenodiscus nan nan
41721,Lepidoptera,Butterfly,Papilionidae,Losaria,Losaria neptunus,Losaria neptunus dacasini,,Lepidoptera Butterfly Papilionidae Losaria neptunus dacasini nan
41725,Lepidoptera,Butterfly,Papilionidae,Losaria,Losaria neptunus,Losaria neptunus doris,,Lepidoptera Butterfly Papilionidae Losaria neptunus doris nan
41726,Lepidoptera,Butterfly,Papilionidae,Losaria,Losaria neptunus,Losaria neptunus fehri,,Lepidoptera Butterfly Papilionidae Losaria neptunus fehri nan
41728,Lepidoptera,Butterfly,Papilionidae,Losaria,Losaria neptunus,Losaria neptunus fehri,Losaria neptunus fehri male,Lepidoptera Butterfly Papilionidae Losaria neptunus fehri male
41738,Lepidoptera,Butterfly,Pieridae,Appias,Appias clementina,Appias clementina,,Lepidoptera Butterfly Pieridae Appias clementina nan nan
41818,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera tithonus,Ornithoptera tithonus misresiana,,Lepidoptera Butterfly Papilionidae Ornithoptera tithonus misresiana nan
41820,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera goliath,Ornithoptera goliath,,Lepidoptera Butterfly Papilionidae Ornithoptera goliath nan nan
41827,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera paradisea,Ornithoptera paradisea,,Lepidoptera Butterfly Papilionidae Ornithoptera paradisea nan nan
41831,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera paradisea,Ornithoptera paradisea flavescens,,Lepidoptera Butterfly Papilionidae Ornithoptera paradisea flavescens nan
41838,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera paradisea,Ornithoptera paradisea chrysanthemum,,Lepidoptera Butterfly Papilionidae Ornithoptera paradisea chrysanthemum nan
41856,Lepidoptera,Butterfly,Papilionidae,Ornithoptera,Ornithoptera chimaera,Ornithoptera chimaera chimaera,,Lepidoptera Butterfly Papilionidae Ornithoptera chimaera chimaera nan
41906,Lepidoptera,Butterfly,Papilionidae,Graphium,Graphium wallacei,Graphium wallacei wallacei,,Lepidoptera Butterfly Papilionidae Graphium wallacei wallacei nan
42243,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea tambusisiana,Idea tambusisiana,,Lepidoptera Butterfly Nymphalidae Idea tambusisiana nan nan
42245,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea agamarschana,Idea agamarschana cadelli,,Lepidoptera Butterfly Nymphalidae Idea agamarschana cadelli nan
42252,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea agamarschana,Idea agamarschana hadeni,,Lepidoptera Butterfly Nymphalidae Idea agamarschana hadeni nan
42400,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea stolli,Idea stolli bintanga,,Lepidoptera Butterfly Nymphalidae Idea stolli bintanga nan
42420,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea lynceus,Idea lynceus niasica,,Lepidoptera Butterfly Nymphalidae Idea lynceus niasica nan
42433,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea lynceus,Idea lynceus lynceus,,Lepidoptera Butterfly Nymphalidae Idea lynceus lynceus nan
42452,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea lynceus,Idea lynceus fumata,,Lepidoptera Butterfly Nymphalidae Idea lynceus fumata nan
42504,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea durvillei,Idea durvillei durvillei,,Lepidoptera Butterfly Nymphalidae Idea durvillei durvillei nan
42717,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea blanchardii,Idea blanchardii garunda,,Lepidoptera Butterfly Nymphalidae Idea blanchardii garunda nan
42718,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea blanchardii,Idea blanchardii blanchardii,,Lepidoptera Butterfly Nymphalidae Idea blanchardii blanchardii nan
42749,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe javana,,Lepidoptera Butterfly Nymphalidae Idea leuconoe javana nan
42750,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe karimondjawae,,Lepidoptera Butterfly Nymphalidae Idea leuconoe karimondjawae nan
42755,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe godmani,,Lepidoptera Butterfly Nymphalidae Idea leuconoe godmani nan
42771,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe engania,,Lepidoptera Butterfly Nymphalidae Idea leuconoe engania nan
42790,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe lasiaka,,Lepidoptera Butterfly Nymphalidae Idea leuconoe lasiaka nan
42795,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe natunensis,,Lepidoptera Butterfly Nymphalidae Idea leuconoe natunensis nan
42808,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe chersonesia,,Lepidoptera Butterfly Nymphalidae Idea leuconoe chersonesia nan
42826,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe nigriana,,Lepidoptera Butterfly Nymphalidae Idea leuconoe nigriana nan
42831,Lepidoptera,Butterfly,Nymphalidae,Idea,Idea leuconoe,Idea leuconoe obscura,,Lepidoptera Butterfly Nymphalidae Idea leuconoe obscura nan
42900,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta callithoe,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta callithoe nan
42906,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta irma,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta irma nan
42910,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta phaenareta,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta phaenareta nan
42911,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta hollandi,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta hollandi nan
42915,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea leucostictos,Euploea leucostictos eustachius,,Lepidoptera Butterfly Nymphalidae Euploea leucostictos eustachius nan
42917,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea usipetes,Euploea usipetes rezia,,Lepidoptera Butterfly Nymphalidae Euploea usipetes rezia nan
42925,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea leucostictos,Euploea leucostictos herbsti,,Lepidoptera Butterfly Nymphalidae Euploea leucostictos herbsti nan
42935,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea wallacei,Euploea wallacei melia,,Lepidoptera Butterfly Nymphalidae Euploea wallacei melia nan
42987,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea leucostictos,Euploea leucostictos oculata,,Lepidoptera Butterfly Nymphalidae Euploea leucostictos oculata nan
42988,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea leucostictos,Euploea leucostictos syra,,Lepidoptera Butterfly Nymphalidae Euploea leucostictos syra nan
42994,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea midamus,Euploea midamus clorinde,,Lepidoptera Butterfly Nymphalidae Euploea midamus clorinde nan
42999,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea midamus,Euploea midamus ochsenheimeri,,Lepidoptera Butterfly Nymphalidae Euploea midamus ochsenheimeri nan
43013,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea midamus,Euploea midamus sophia,,Lepidoptera Butterfly Nymphalidae Euploea midamus sophia nan
43020,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta statius,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta statius nan
43044,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta castelnaui,,Lepidoptera Butterfly Nymphalidae Euploea phaenareta castelnaui nan
43079,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea tulliolus,Euploea tulliolus nocturna,,Lepidoptera Butterfly Nymphalidae Euploea tulliolus nocturna nan
43098,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea mulciber,Euploea mulciber elwesi,,Lepidoptera Butterfly Nymphalidae Euploea mulciber elwesi nan
43244,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea mulciber,Euploea mulciber mulciber,,Lepidoptera Butterfly Nymphalidae Euploea mulciber mulciber nan
43250,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea mulciber,Euploea mulciber barsine,,Lepidoptera Butterfly Nymphalidae Euploea mulciber barsine nan
43252,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea radamanthus,Euploea radamanthus alcidice,,Lepidoptera Butterfly Nymphalidae Euploea radamanthus alcidice nan
43263,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea radamanthus,Euploea radamanthus lowei,,Lepidoptera Butterfly Nymphalidae Euploea radamanthus lowei nan
43279,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester watsoni,,Lepidoptera Butterfly Nymphalidae Euploea sylvester watsoni nan
43282,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester schlegeli,,Lepidoptera Butterfly Nymphalidae Euploea sylvester schlegeli nan
43285,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester laetifica,,Lepidoptera Butterfly Nymphalidae Euploea sylvester laetifica nan
43300,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester agema,,Lepidoptera Butterfly Nymphalidae Euploea sylvester agema nan
43304,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester inaequalis,,Lepidoptera Butterfly Nymphalidae Euploea sylvester inaequalis nan
43323,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea sylvester,Euploea sylvester mithrenes,,Lepidoptera Butterfly Nymphalidae Euploea sylvester mithrenes nan
43324,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea eurianassa,Euploea eurianassa eurianassa,,Lepidoptera Butterfly Nymphalidae Euploea eurianassa eurianassa nan
43338,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea dalmanii,Euploea dalmanii dalmanii,,Lepidoptera Butterfly Nymphalidae Euploea dalmanii dalmanii nan
43345,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea westwoodii,Euploea westwoodii viola,,Lepidoptera Butterfly Nymphalidae Euploea westwoodii viola nan
43393,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea netscheri,Euploea netscheri netscheri,,Lepidoptera Butterfly Nymphalidae Euploea netscheri netscheri nan
43401,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea netscheri,Euploea netscheri numantia,,Lepidoptera Butterfly Nymphalidae Euploea netscheri numantia nan
43403,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea eyndhovii,Euploea eyndhovii eyndhovii,,Lepidoptera Butterfly Nymphalidae Euploea eyndhovii eyndhovii nan
43421,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea eyndhovii,Euploea eyndhovii vonara,,Lepidoptera Butterfly Nymphalidae Euploea eyndhovii vonara nan
43438,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea cissia,,Lepidoptera Butterfly Nymphalidae Euploea algea cissia nan
43440,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea algea,,Lepidoptera Butterfly Nymphalidae Euploea algea algea nan
43454,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea core,Euploea core haworthii,,Lepidoptera Butterfly Nymphalidae Euploea core haworthii nan
43467,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea core,Euploea core distanti,,Lepidoptera Butterfly Nymphalidae Euploea core distanti nan
43474,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea buitendijki,,Lepidoptera Butterfly Nymphalidae Euploea algea buitendijki nan
43481,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea wallengreni,,Lepidoptera Butterfly Nymphalidae Euploea algea wallengreni nan
43488,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea transpectus,,Lepidoptera Butterfly Nymphalidae Euploea algea transpectus nan
43491,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea menetriesii,,Lepidoptera Butterfly Nymphalidae Euploea algea menetriesii nan
43500,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea magou,Euploea magou,,Lepidoptera Butterfly Nymphalidae Euploea magou nan nan
43511,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea wiskotti,,Lepidoptera Butterfly Nymphalidae Euploea algea wiskotti nan
43513,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea kirbyi,,Lepidoptera Butterfly Nymphalidae Euploea algea kirbyi nan
43516,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea orope,,Lepidoptera Butterfly Nymphalidae Euploea algea orope nan
43518,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea menodice,,Lepidoptera Butterfly Nymphalidae Euploea algea menodice nan
43522,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea algea,Euploea algea wallengrenii,,Lepidoptera Butterfly Nymphalidae Euploea algea wallengrenii nan
43538,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea tripunctata,Euploea tripunctata,,Lepidoptera Butterfly Nymphalidae Euploea tripunctata nan nan
43545,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea alcathoe,Euploea alcathoe coffea,,Lepidoptera Butterfly Nymphalidae Euploea alcathoe coffea nan
43578,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea redtenbacheri,Euploea redtenbacheri redtenbacheri,,Lepidoptera Butterfly Nymphalidae Euploea redtenbacheri redtenbacheri nan
43583,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea camaralzeman,Euploea camaralzeman claudina,,Lepidoptera Butterfly Nymphalidae Euploea camaralzeman claudina nan
43584,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea camaralzeman,Euploea camaralzeman hypanis,,Lepidoptera Butterfly Nymphalidae Euploea camaralzeman hypanis nan
43592,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea crameri,Euploea crameri lanista,,Lepidoptera Butterfly Nymphalidae Euploea crameri lanista nan
43629,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea crameri,Euploea crameri javanica,,Lepidoptera Butterfly Nymphalidae Euploea crameri javanica nan
43658,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea crameri,Euploea crameri crameri,,Lepidoptera Butterfly Nymphalidae Euploea crameri crameri nan
43688,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea camaralzeman,Euploea camaralzeman scudderii,,Lepidoptera Butterfly Nymphalidae Euploea camaralzeman scudderii nan
43704,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea albicosta,Euploea albicosta,,Lepidoptera Butterfly Nymphalidae Euploea albicosta nan nan
43713,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea modesta,Euploea modesta ainoae,,Lepidoptera Butterfly Nymphalidae Euploea modesta ainoae nan
43722,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea climena,Euploea climena climena,,Lepidoptera Butterfly Nymphalidae Euploea climena climena nan
43744,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea climena,Euploea climena valeriana,,Lepidoptera Butterfly Nymphalidae Euploea climena valeriana nan
43746,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea climena,Euploea climena terissa,,Lepidoptera Butterfly Nymphalidae Euploea climena terissa nan
43765,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea modesta,Euploea modesta cerberus,,Lepidoptera Butterfly Nymphalidae Euploea modesta cerberus nan
43830,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea eupator,Euploea eupator thrasetes,,Lepidoptera Butterfly Nymphalidae Euploea eupator thrasetes nan
43890,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea radamanthus,Euploea radamanthus schreiberi,,Lepidoptera Butterfly Nymphalidae Euploea radamanthus schreiberi nan
43995,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea radamanthus,Euploea radamanthus aerithus,,Lepidoptera Butterfly Nymphalidae Euploea radamanthus aerithus nan
44025,Lepidoptera,Butterfly,Nymphalidae,Euploea,Euploea midamus,Euploea midamus lippus,,Lepidoptera Butterfly Nymphalidae Euploea midamus lippus nan
